win_id,file,i0,i1,fs,t0,t1,y_defect,y_type,severity,confidence,notes,rpm,Z,dmm,Dmm,theta,mains_hz
current_1.csv:108800:112000,current_1.csv,108800,112000,3200,34.0,35.0,0,normal,0.5501618385314941,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:180800:184000,current_1.csv,180800,184000,3200,56.5,57.5,0,normal,0.6039924621582031,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:153600:156800,current_1.csv,153600,156800,3200,48.0,49.0,0,normal,0.6832265257835388,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:112000:115200,current_1.csv,112000,115200,3200,35.0,36.0,0,normal,0.5943158268928528,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:110400:113600,current_1.csv,110400,113600,3200,34.5,35.5,0,normal,0.7683608531951904,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:150400:153600,current_1.csv,150400,153600,3200,47.0,48.0,0,normal,0.7419198751449585,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:78400:81600,current_1.csv,78400,81600,3200,24.5,25.5,0,normal,0.5796070694923401,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:139200:142400,current_1.csv,139200,142400,3200,43.5,44.5,0,normal,0.668105959892273,0.5,auto-normal,1770.0,9,7.94,38.5,0,50.0
current_1.csv:169600:172800,current_1.csv,169600,172800,3200,53.0,54.0,1,FTF,0.8381633162498474,1.0,auto-FTF score=0.0009,1770.0,9,7.94,38.5,0,50.0
current_1.csv:97600:100800,current_1.csv,97600,100800,3200,30.5,31.5,1,FTF,0.8891011476516724,1.0,auto-FTF score=0.0009,1770.0,9,7.94,38.5,0,50.0
current_1.csv:144000:147200,current_1.csv,144000,147200,3200,45.0,46.0,1,FTF,0.8411234021186829,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:100800:104000,current_1.csv,100800,104000,3200,31.5,32.5,1,FTF,0.835963785648346,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:140800:144000,current_1.csv,140800,144000,3200,44.0,45.0,1,FTF,0.844011127948761,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:172800:176000,current_1.csv,172800,176000,3200,54.0,55.0,1,FTF,0.8427732586860657,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:73600:76800,current_1.csv,73600,76800,3200,23.0,24.0,1,FTF,0.8296496272087097,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:70400:73600,current_1.csv,70400,73600,3200,22.0,23.0,1,FTF,0.8774213790893555,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:94400:97600,current_1.csv,94400,97600,3200,29.5,30.5,1,FTF,0.8248125314712524,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:67200:70400,current_1.csv,67200,70400,3200,21.0,22.0,1,FTF,0.8277948498725891,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:152000:155200,current_1.csv,152000,155200,3200,47.5,48.5,1,FTF,0.8457117080688477,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
current_1.csv:168000:171200,current_1.csv,168000,171200,3200,52.5,53.5,1,FTF,0.8150191307067871,1.0,auto-FTF score=0.0008,1770.0,9,7.94,38.5,0,50.0
